id,query,success,error
17,"select lineitem.l_shipinstruct, avg( cast(lineitem.l_linenumber as int4)), customer.c_name, avg( cast(cast(null as float4) as float4)), lineitem.l_commitdate, lineitem.l_linestatus, avg( cast(lineitem.l_partkey as int4)), lineitem.l_shipinstruct, max( cast(cast(null as ""interval"") as ""interval"")), lineitem.l_discount, lineitem.l_discount, lineitem.l_linenumber, customer.c_mktsegment, region.r_comment, partsupp.ps_availqty, nation.n_comment from lineitem inner join nation on (lineitem.l_partkey <= nation.n_nationkey) inner join partsupp inner join supplier on (supplier.s_name < supplier.s_phone) inner join lineitem on (lineitem.l_discount > lineitem.l_discount) inner join region on (lineitem.l_returnflag < lineitem.l_shipmode) inner join lineitem inner join part on (lineitem.l_shipdate > lineitem.l_commitdate) on (lineitem.l_partkey > partsupp.ps_partkey) on (supplier.s_suppkey > lineitem.l_orderkey) inner join customer inner join lineitem on (customer.c_custkey < lineitem.l_suppkey) inner join lineitem inner join region on (lineitem.l_discount = lineitem.l_discount) on (lineitem.l_shipinstruct > lineitem.l_shipmode) inner join nation on (lineitem.l_extendedprice > lineitem.l_tax) inner join customer on (lineitem.l_orderkey < customer.c_custkey) on (region.r_comment is NULL) where supplier.s_acctbal is not NULL;",NO,"ERREUR:  le nom de la table « lineitem » est spécifié plus d'une fois"
18,"select max( cast(cast(null as int8) as int8)), supplier.s_acctbal, supplier.s_comment, supplier.s_comment, supplier.s_acctbal, max( cast(cast(null as text) as text)), max( cast(supplier.s_nationkey as int4)), avg( cast(supplier.s_acctbal as ""numeric"")), min( cast(cast(null as int8) as int8)), supplier.s_phone, supplier.s_address, supplier.s_acctbal, supplier.s_name, supplier.s_name from supplier where supplier.s_acctbal >= supplier.s_acctbal limit 94;",NO,"ERREUR:  la colonne « supplier.s_acctbal » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : supplier.s_acctbal,           ^"
19,"select lineitem.l_commitdate, partsupp.ps_partkey, max( cast(part.p_container as bpchar)), sum( cast(lineitem.l_tax as ""numeric"")), sum( cast(lineitem.l_tax as ""numeric"")) from supplier inner join part inner join nation inner join nation on (nation.n_regionkey = nation.n_nationkey) inner join nation on (nation.n_name < nation.n_name) on (nation.n_nationkey = nation.n_regionkey) on (supplier.s_suppkey = nation.n_nationkey ) inner join customer inner join lineitem on (lineitem.l_quantity <= lineitem.l_quantity) on (lineitem.l_receiptdate < lineitem.l_receiptdate) inner join orders inner join lineitem on (lineitem.l_quantity <= lineitem.l_extendedprice) inner join partsupp inner join lineitem on (lineitem.l_quantity <= lineitem.l_quantity) inner join supplier inner join partsupp inner join nation inner join part on (part.p_retailprice >= part.p_retailprice) on (nation.n_name = part.p_container) on (supplier.s_suppkey = partsupp.ps_partkey ) on (part.p_retailprice > lineitem.l_quantity) on (lineitem.l_commitdate < lineitem.l_receiptdate) on (supplier.s_suppkey < partsupp.ps_partkey) where lineitem.l_receiptdate is not NULL limit 180;",NO,"ERREUR:  le nom de la table « nation » est spécifié plus d'une fois"
20,"select supplier.s_address, supplier.s_acctbal, customer.c_comment from customer inner join supplier on (customer.c_acctbal > customer.c_acctbal) where supplier.s_suppkey > customer.c_custkey;",YES,""
21,"select orders.o_totalprice, max( cast(cast(null as timestamptz) as timestamptz)) from orders inner join region inner join orders on (orders.o_orderdate >= orders.o_orderdate) on (region.r_name is NULL) where orders.o_orderpriority is not NULL limit 141;",NO,"ERREUR:  le nom de la table « orders » est spécifié plus d'une fois"
22,"select min( cast(cast(null as int8) as int8)), customer.c_phone, customer.c_phone, max( cast(cast(null as anyenum) as anyenum)), customer.c_nationkey, customer.c_custkey, customer.c_nationkey, customer.c_address from customer where customer.c_acctbal is NULL;",NO,"ERREUR:  ne peut pas convertir le type unknown en anyenum LIGNE 7 : cast(cast(null as anyenum) as anyenum)),                ^"
23,"select orders.o_shippriority, orders.o_clerk, nation.n_nationkey, avg( cast(cast(null as int8) as int8)), supplier.s_nationkey, orders.o_custkey from orders inner join supplier inner join orders inner join region inner join nation on (region.r_comment = nation.n_comment ) on (orders.o_totalprice >= orders.o_totalprice) on (orders.o_orderdate > orders.o_orderdate) on (orders.o_shippriority = orders.o_orderkey ) where orders.o_shippriority is NULL limit 52;",NO,"ERREUR:  le nom de la table « orders » est spécifié plus d'une fois"
24,"select region.r_regionkey, orders.o_orderkey from nation inner join lineitem on (lineitem.l_quantity < lineitem.l_discount) inner join orders inner join nation inner join region on (nation.n_nationkey >= nation.n_nationkey) inner join customer on (region.r_name > region.r_name) inner join orders on (orders.o_orderdate >= orders.o_orderdate) on (orders.o_clerk <= orders.o_orderstatus) on (region.r_comment is not NULL) where nation.n_name >= orders.o_orderstatus;",NO,"ERREUR:  le nom de la table « orders » est spécifié plus d'une fois"
25,"select customer.c_custkey, max( cast(cast(null as ""time"") as ""time"")), partsupp.ps_comment, partsupp.ps_comment, supplier.s_nationkey, supplier.s_name, region.r_comment, partsupp.ps_availqty, max( cast(region.r_name as bpchar)) from customer inner join region inner join nation inner join region on (nation.n_nationkey <= region.r_regionkey) on (nation.n_name < region.r_name) inner join supplier on (supplier.s_acctbal >= supplier.s_acctbal) inner join partsupp on (nation.n_name <= supplier.s_phone) on (customer.c_nationkey = nation.n_nationkey ) where region.r_name > customer.c_phone limit 84;",NO,"ERREUR:  le nom de la table « region » est spécifié plus d'une fois"
26,"select orders.o_orderpriority from orders inner join customer on (customer.c_mktsegment > customer.c_mktsegment) inner join customer on (customer.c_nationkey is NULL) where customer.c_name is not NULL limit 162;",NO,"ERREUR:  le nom de la table « customer » est spécifié plus d'une fois"
27,"select part.p_brand from supplier inner join part on (supplier.s_name = part.p_mfgr ) where supplier.s_name is not NULL;",YES,""
28,"select nation.n_nationkey, nation.n_nationkey, nation.n_name, max( cast(cast(null as int8) as int8)), nation.n_comment from nation where nation.n_regionkey is NULL limit 68;",NO,"ERREUR:  la colonne « nation.n_nationkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : nation.n_nationkey,           ^"
29,"select customer.c_phone, customer.c_name, part.p_type, part.p_type from part inner join customer on (part.p_partkey < part.p_size) where part.p_brand <= part.p_mfgr limit 38;",YES,""
30,"select min( cast(cast(null as anyarray) as anyarray)), partsupp.ps_availqty, partsupp.ps_availqty from partsupp where partsupp.ps_supplycost is NULL limit 179;",NO,"ERREUR:  la colonne « partsupp.ps_availqty » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : partsupp.ps_availqty,           ^"
31,"select min( cast(cast(null as float8) as float8)), nation.n_nationkey, nation.n_name from nation inner join nation on (nation.n_name is NULL) where nation.n_regionkey is NULL;",NO,"ERREUR:  le nom de la table « nation » est spécifié plus d'une fois"
32,"select region.r_regionkey, part.p_size, customer.c_nationkey, supplier.s_suppkey, min( cast(cast(null as float8) as float8)), part.p_name, avg( cast(cast(null as int2) as int2)) from customer inner join region on (customer.c_nationkey = region.r_regionkey ) inner join part inner join region on (part.p_container < region.r_name) inner join supplier on (part.p_retailprice > supplier.s_acctbal) inner join part on (part.p_partkey >= part.p_partkey) inner join nation on (part.p_mfgr = nation.n_name ) inner join region inner join region on (region.r_regionkey >= region.r_regionkey) on (part.p_retailprice > supplier.s_acctbal) on (region.r_name = supplier.s_name ) inner join nation on (region.r_comment is NULL) where supplier.s_phone is NULL limit 31;",NO,"ERREUR:  le nom de la table « part » est spécifié plus d'une fois"
33,"select supplier.s_address, sum( cast(orders.o_totalprice as ""numeric"")) from supplier inner join orders on (supplier.s_acctbal = orders.o_totalprice ) where orders.o_orderdate >= orders.o_orderdate limit 26;",NO,"ERREUR:  la colonne « supplier.s_address » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : supplier.s_address,           ^"
34,"select lineitem.l_shipmode from lineitem where lineitem.l_shipdate is not NULL;",YES,""
35,"select lineitem.l_tax, lineitem.l_returnflag, lineitem.l_shipdate, avg( cast(cast(null as int8) as int8)), lineitem.l_shipinstruct, lineitem.l_shipinstruct, min( cast(cast(null as timestamptz) as timestamptz)), lineitem.l_linenumber, lineitem.l_extendedprice, lineitem.l_suppkey, lineitem.l_shipinstruct, lineitem.l_orderkey, lineitem.l_linenumber from lineitem where lineitem.l_suppkey is NULL limit 123;",NO,"ERREUR:  la colonne « lineitem.l_tax » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : lineitem.l_tax,           ^"
36,"select region.r_regionkey, count(*), customer.c_phone, min( cast(cast(null as tid) as tid)), region.r_comment, part.p_size, part.p_brand, customer.c_comment, region.r_regionkey, customer.c_comment, region.r_name, region.r_name from part inner join customer inner join customer inner join part on (customer.c_mktsegment = part.p_mfgr ) on (customer.c_mktsegment = part.p_mfgr) inner join region on (customer.c_acctbal > part.p_retailprice) on (customer.c_phone is NULL) where customer.c_mktsegment is NULL limit 134;",NO,"ERREUR:  le nom de la table « customer » est spécifié plus d'une fois"
37,"select part.p_size, partsupp.ps_supplycost, part.p_mfgr, max( cast(cast(null as inet) as inet)), partsupp.ps_partkey, customer.c_name, min( cast(cast(null as inet) as inet)), orders.o_orderdate, partsupp.ps_suppkey, supplier.s_address, customer.c_custkey, part.p_container, customer.c_nationkey, supplier.s_phone, avg( cast(cast(null as float4) as float4)), part.p_brand, part.p_name, max( cast(cast(null as ""interval"") as ""interval"")), part.p_partkey, partsupp.ps_supplycost, sum( cast(cast(null as int8) as int8)), customer.c_name, part.p_mfgr, partsupp.ps_supplycost, partsupp.ps_availqty, avg( cast(cast(null as float8) as float8)) from partsupp inner join supplier inner join part on (part.p_retailprice < supplier.s_acctbal) inner join customer inner join customer inner join part on (part.p_mfgr > part.p_brand) inner join orders on (customer.c_acctbal < orders.o_totalprice) on (orders.o_orderstatus = customer.c_mktsegment) on (part.p_size = customer.c_custkey ) on (customer.c_acctbal < supplier.s_acctbal) inner join region on (supplier.s_name = customer.c_mktsegment) inner join partsupp inner join partsupp inner join partsupp inner join part on (partsupp.ps_availqty > partsupp.ps_suppkey) inner join region on (region.r_regionkey = partsupp.ps_availqty) on (partsupp.ps_partkey <= region.r_regionkey) on (partsupp.ps_availqty = part.p_partkey ) on (partsupp.ps_comment is not NULL) where supplier.s_acctbal is NULL limit 120;",NO,"ERREUR:  le nom de la table « customer » est spécifié plus d'une fois"
38,"select lineitem.l_extendedprice, lineitem.l_tax, lineitem.l_returnflag, lineitem.l_discount, lineitem.l_extendedprice, lineitem.l_linenumber, lineitem.l_commitdate, max( cast(cast(null as timestamptz) as timestamptz)), lineitem.l_tax, lineitem.l_shipinstruct, lineitem.l_comment from lineitem where lineitem.l_tax is NULL limit 86;",NO,"ERREUR:  la colonne « lineitem.l_extendedprice » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : lineitem.l_extendedprice,           ^"
39,"select region.r_regionkey, region.r_name, min( cast(cast(null as anyenum) as anyenum)), region.r_regionkey, avg( cast(cast(null as ""interval"") as ""interval"")), region.r_name, region.r_regionkey, region.r_comment, min( cast(cast(null as text) as text)), region.r_name, region.r_regionkey, region.r_comment, region.r_comment from region where region.r_regionkey is NULL limit 112;",NO,"ERREUR:  ne peut pas convertir le type unknown en anyenum LIGNE 5 : cast(cast(null as anyenum) as anyenum)),                ^"
40,"select orders.o_orderstatus, orders.o_comment, orders.o_clerk, part.p_partkey, region.r_name from orders inner join part inner join orders inner join orders inner join part on (orders.o_orderdate = orders.o_orderdate) on (orders.o_orderpriority = orders.o_orderstatus ) inner join region on (orders.o_totalprice <= orders.o_totalprice) on (orders.o_totalprice <= part.p_retailprice) on (orders.o_totalprice < orders.o_totalprice) where part.p_type is NULL limit 34;",NO,"ERREUR:  le nom de la table « orders » est spécifié plus d'une fois"
41,"select partsupp.ps_comment from partsupp where partsupp.ps_suppkey > partsupp.ps_partkey limit 38;",YES,""
42,"select orders.o_shippriority, orders.o_orderpriority, max( cast(cast(null as money) as money)) from orders where orders.o_totalprice >= orders.o_totalprice limit 178;",NO,"ERREUR:  la colonne « orders.o_shippriority » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_shippriority,           ^"
43,"select supplier.s_nationkey, supplier.s_suppkey from supplier where supplier.s_acctbal is NULL limit 167;",YES,""
44,"select customer.c_address, customer.c_nationkey, customer.c_mktsegment, sum( cast(cast(null as float8) as float8)), customer.c_mktsegment, customer.c_phone, customer.c_custkey, customer.c_phone, customer.c_address, customer.c_address, sum( cast(customer.c_acctbal as ""numeric"")), min( cast(customer.c_mktsegment as bpchar)), customer.c_nationkey, customer.c_custkey, customer.c_custkey, customer.c_nationkey, sum( cast(cast(null as ""interval"") as ""interval"")), customer.c_custkey, max( cast(cast(null as ""time"") as ""time"")) from customer where customer.c_nationkey is NULL;",NO,"ERREUR:  la colonne « customer.c_address » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : customer.c_address,           ^"
45,"select lineitem.l_linenumber, lineitem.l_discount, part.p_brand, region.r_comment, nation.n_name, lineitem.l_discount from part inner join supplier inner join supplier inner join orders on (supplier.s_name = supplier.s_name) inner join lineitem on (lineitem.l_orderkey < supplier.s_nationkey) on (supplier.s_nationkey > orders.o_custkey) on (lineitem.l_quantity <= part.p_retailprice) inner join region inner join part inner join nation on (part.p_retailprice > part.p_retailprice) on (part.p_partkey > part.p_size) inner join partsupp on (nation.n_regionkey <= nation.n_nationkey) on (supplier.s_name >= part.p_mfgr) where nation.n_regionkey is not NULL limit 96;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
46,"select nation.n_nationkey, supplier.s_acctbal, nation.n_name from partsupp inner join nation inner join supplier on (supplier.s_acctbal < supplier.s_acctbal) on (supplier.s_name <= nation.n_name) inner join region on (nation.n_comment is not NULL) where partsupp.ps_suppkey >= supplier.s_nationkey limit 123;",YES,""
47,"select part.p_size, region.r_name, part.p_type, part.p_type, region.r_name, region.r_comment, part.p_brand from part inner join region on (part.p_type = region.r_comment ) where part.p_comment is NULL limit 173;",YES,""
48,"select lineitem.l_linestatus from lineitem where lineitem.l_shipinstruct < lineitem.l_shipinstruct;",YES,""
49,"select min( cast(cast(null as oid) as oid)), region.r_regionkey, partsupp.ps_supplycost, supplier.s_address from supplier inner join supplier on (supplier.s_suppkey = supplier.s_nationkey) inner join nation on (nation.n_regionkey < nation.n_regionkey) inner join region on (supplier.s_name >= nation.n_name) inner join partsupp inner join region on (partsupp.ps_supplycost < partsupp.ps_supplycost) inner join orders on (partsupp.ps_supplycost < partsupp.ps_supplycost) on (supplier.s_comment is not NULL) where nation.n_nationkey < partsupp.ps_suppkey limit 27;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
50,"select part.p_retailprice from part inner join supplier inner join supplier inner join part on (part.p_partkey < supplier.s_nationkey) on (supplier.s_acctbal <= supplier.s_acctbal) inner join supplier on (part.p_retailprice = part.p_retailprice) inner join region inner join nation on (region.r_name < region.r_name) inner join part inner join region inner join region on (region.r_regionkey = region.r_regionkey ) on (part.p_container = region.r_name ) on (part.p_mfgr = part.p_mfgr) on (supplier.s_nationkey = region.r_regionkey ) on (part.p_partkey >= nation.n_nationkey) inner join region inner join lineitem on (lineitem.l_commitdate <= lineitem.l_receiptdate) inner join supplier inner join supplier on (supplier.s_name < supplier.s_phone) inner join lineitem on (lineitem.l_shipinstruct > supplier.s_phone) on (lineitem.l_suppkey > lineitem.l_orderkey) inner join supplier inner join lineitem on (lineitem.l_extendedprice < supplier.s_acctbal) on (region.r_regionkey = supplier.s_suppkey ) on (nation.n_regionkey = region.r_regionkey ) where lineitem.l_shipmode = lineitem.l_shipinstruct;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
51,"select min( cast(cast(null as ""interval"") as ""interval"")), supplier.s_comment, min( cast(cast(null as date) as date)), supplier.s_suppkey from supplier where supplier.s_phone is not NULL limit 98;",NO,"ERREUR:  la colonne « supplier.s_comment » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : supplier.s_comment,           ^"
52,"select region.r_regionkey from region where region.r_name is NULL limit 45;",YES,""
53,"select region.r_name from lineitem inner join region on (region.r_name is NULL) where lineitem.l_discount is NULL limit 45;",YES,""
54,"select orders.o_totalprice, orders.o_orderdate, orders.o_comment, orders.o_totalprice from orders where orders.o_orderpriority < orders.o_clerk limit 171;",YES,""
55,"select supplier.s_name, supplier.s_comment, lineitem.l_shipdate, supplier.s_address, region.r_regionkey, supplier.s_comment, min( cast(cast(null as ""time"") as ""time"")) from supplier inner join supplier on (supplier.s_acctbal = supplier.s_acctbal) inner join region on (supplier.s_address = region.r_comment ) inner join lineitem on (supplier.s_suppkey = supplier.s_suppkey) inner join customer on (supplier.s_acctbal = customer.c_acctbal) where supplier.s_name is NULL;",NO,"ERREUR:  le nom de la table « supplier » est spécifié plus d'une fois"
56,"select orders.o_custkey, sum( cast(cast(null as float8) as float8)) from orders where orders.o_totalprice >= orders.o_totalprice limit 16;",NO,"ERREUR:  la colonne « orders.o_custkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : orders.o_custkey,           ^"
57,"select supplier.s_acctbal, supplier.s_acctbal, min( cast(cast(null as text) as text)), avg( cast(cast(null as float4) as float4)), supplier.s_acctbal, supplier.s_phone, supplier.s_phone, supplier.s_name, supplier.s_address, min( cast(supplier.s_acctbal as ""numeric"")), supplier.s_acctbal, max( cast(cast(null as tid) as tid)), supplier.s_address, avg( cast(supplier.s_acctbal as ""numeric"")), supplier.s_nationkey, max( cast(cast(null as ""timestamp"") as ""timestamp"")), supplier.s_acctbal, supplier.s_comment, supplier.s_nationkey from supplier where supplier.s_phone is NULL limit 78;",NO,"ERREUR:  la colonne « supplier.s_acctbal » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : supplier.s_acctbal,           ^"
58,"select orders.o_shippriority, region.r_comment, supplier.s_phone, orders.o_orderkey, sum( cast(cast(null as money) as money)) from orders inner join supplier inner join lineitem on (supplier.s_name >= lineitem.l_shipmode) inner join customer on (lineitem.l_extendedprice = lineitem.l_tax) inner join orders inner join lineitem on (orders.o_shippriority >= lineitem.l_suppkey) on (lineitem.l_quantity = lineitem.l_quantity) on (orders.o_orderpriority > orders.o_orderpriority) inner join region on (orders.o_comment is not NULL) where region.r_regionkey is not NULL;",NO,"ERREUR:  le nom de la table « lineitem » est spécifié plus d'une fois"
59,"select sum( cast(cast(null as float4) as float4)), nation.n_regionkey, max( cast(cast(null as int2) as int2)), region.r_comment, region.r_name, min( cast(nation.n_name as bpchar)), nation.n_regionkey, max( cast(cast(null as date) as date)), max( cast(cast(null as oid) as oid)), region.r_regionkey, region.r_name, min( cast(cast(null as int2) as int2)), nation.n_nationkey from nation inner join region on (region.r_name > region.r_name) where region.r_comment is NULL limit 111;",NO,"ERREUR:  la colonne « nation.n_regionkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : nation.n_regionkey,           ^"
60,"select nation.n_comment, nation.n_name, nation.n_comment, nation.n_nationkey, nation.n_regionkey from nation where nation.n_nationkey is NULL limit 131;",YES,""
61,"select avg( cast(cast(null as int2) as int2)), orders.o_custkey, orders.o_orderdate, avg( cast(cast(null as int8) as int8)), orders.o_totalprice, orders.o_orderstatus, min( cast(cast(null as anyarray) as anyarray)), orders.o_custkey, orders.o_totalprice from orders where orders.o_orderdate is not NULL limit 123;",NO,"ERREUR:  la colonne « orders.o_custkey » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 4 : orders.o_custkey,           ^"
62,"select min( cast(cast(null as float8) as float8)), nation.n_nationkey, partsupp.ps_suppkey, nation.n_name, partsupp.ps_partkey from nation inner join nation on (nation.n_name < nation.n_name) inner join supplier on (supplier.s_acctbal = supplier.s_acctbal) inner join lineitem inner join partsupp on (partsupp.ps_suppkey >= lineitem.l_orderkey) on (nation.n_name = lineitem.l_returnflag ) inner join nation on (nation.n_name is not NULL) where nation.n_nationkey is not NULL;",NO,"ERREUR:  le nom de la table « nation » est spécifié plus d'une fois"
63,"select distinct part.p_brand, part.p_container from nation inner join part on (nation.n_name = part.p_mfgr ) inner join customer on (customer.c_name is not NULL) where part.p_mfgr is NULL;",YES,""
64,"select partsupp.ps_supplycost, partsupp.ps_supplycost, partsupp.ps_supplycost, min( cast(cast(null as text) as text)), partsupp.ps_supplycost, min( cast(cast(null as money) as money)), partsupp.ps_suppkey from partsupp where partsupp.ps_supplycost is NULL limit 81;",NO,"ERREUR:  la colonne « partsupp.ps_supplycost » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : partsupp.ps_supplycost,           ^"
65,"select partsupp.ps_partkey from partsupp where partsupp.ps_availqty is not NULL limit 100;",YES,""
66,"select part.p_name, partsupp.ps_supplycost, max( cast(lineitem.l_quantity as ""numeric"")), max( cast(part.p_retailprice as ""numeric"")), region.r_name, max( cast(lineitem.l_shipdate as date)), part.p_container, region.r_comment, min( cast(cast(null as timestamptz) as timestamptz)), supplier.s_address, lineitem.l_linestatus, sum( cast(cast(null as int2) as int2)), max( cast(part.p_container as bpchar)), partsupp.ps_partkey, partsupp.ps_supplycost, supplier.s_acctbal from lineitem inner join part inner join nation inner join supplier on (supplier.s_acctbal < supplier.s_acctbal) on (nation.n_nationkey = supplier.s_suppkey) inner join partsupp inner join region on (region.r_name <= region.r_name) inner join region inner join part on (part.p_retailprice = part.p_retailprice) inner join part on (region.r_regionkey < part.p_partkey) on (partsupp.ps_supplycost >= part.p_retailprice) on (supplier.s_phone = part.p_container) on (lineitem.l_shipdate = lineitem.l_commitdate) where lineitem.l_commitdate > lineitem.l_commitdate;",NO,"ERREUR:  le nom de la table « part » est spécifié plus d'une fois"
67,"select supplier.s_suppkey, supplier.s_acctbal, max( cast(cast(null as anyenum) as anyenum)), lineitem.l_suppkey from supplier inner join customer inner join lineitem inner join orders inner join lineitem on (orders.o_custkey = lineitem.l_orderkey ) inner join orders inner join lineitem inner join customer on (lineitem.l_commitdate <= lineitem.l_commitdate) inner join lineitem on (lineitem.l_commitdate <= lineitem.l_shipdate) on (lineitem.l_linenumber >= lineitem.l_partkey) on (lineitem.l_linestatus > customer.c_mktsegment) on (lineitem.l_shipinstruct > lineitem.l_shipinstruct) on (orders.o_orderdate > lineitem.l_receiptdate) on (lineitem.l_suppkey is not NULL) where customer.c_phone is NULL;",NO,"ERREUR:  le nom de la table « lineitem » est spécifié plus d'une fois"
68,"select supplier.s_comment from part inner join supplier on (part.p_type = supplier.s_address ) where supplier.s_name < part.p_brand limit 150;",YES,""
69,"select lineitem.l_linestatus, max( cast(cast(null as float8) as float8)), lineitem.l_discount, lineitem.l_partkey from lineitem where lineitem.l_shipdate > lineitem.l_receiptdate limit 130;",NO,"ERREUR:  la colonne « lineitem.l_linestatus » doit apparaître dans la clause GROUP BY ou doit être utilisé dans une fonction d'agrégat LIGNE 2 : lineitem.l_linestatus,           ^"
